3.000000	 5.080000	 0.460000 	
3.000000	 5.080000	 0.460000 	
3.000000	 5.080000	 0.460000 	
3.000000	 5.080000	 0.460000 	
2.999999	 5.080000	 0.460000 	
2.999999	 5.080000	 0.460000 	
2.999999	 5.080000	 0.460000 	
2.999998	 5.080000	 0.460000 	
2.999998	 5.080000	 0.460000 	
2.999997	 5.080000	 0.460000 	
2.999997	 5.080000	 0.460000 	
2.999996	 5.080000	 0.460000 	
2.999995	 5.080000	 0.460000 	
2.999995	 5.080000	 0.460000 	
2.999994	 5.080000	 0.460000 	
2.999993	 5.080000	 0.460000 	
2.999992	 5.080000	 0.460000 	
2.999991	 5.080000	 0.460000 	
2.999990	 5.080000	 0.460000 	
2.999988	 5.080000	 0.460000 	
2.999987	 5.080000	 0.460000 	
2.999986	 5.080000	 0.460000 	
2.999984	 5.080000	 0.460000 	
2.999983	 5.080000	 0.460000 	
2.999982	 5.080000	 0.460000 	
2.999980	 5.080000	 0.460000 	
2.999978	 5.080000	 0.460000 	
2.999977	 5.080000	 0.460000 	
2.999975	 5.080000	 0.460000 	
2.999973	 5.080000	 0.460000 	
2.999971	 5.080000	 0.460000 	
2.999969	 5.080000	 0.460000 	
2.999967	 5.080000	 0.460000 	
2.999965	 5.080000	 0.460000 	
2.999963	 5.080000	 0.460000 	
2.999961	 5.080000	 0.460000 	
2.999958	 5.080000	 0.460000 	
2.999956	 5.080000	 0.460000 	
2.999954	 5.080000	 0.460000 	
2.999951	 5.080000	 0.460000 	
2.999949	 5.080000	 0.460000 	
2.999946	 5.080000	 0.460000 	
2.999943	 5.080000	 0.460000 	
2.999941	 5.080000	 0.460000 	
2.999938	 5.080000	 0.460000 	
2.999935	 5.080000	 0.460000 	
2.999932	 5.080000	 0.460000 	
2.999929	 5.080000	 0.460000 	
2.999926	 5.080000	 0.460000 	
2.999923	 5.080000	 0.460000 	
2.999920	 5.080000	 0.460000 	
2.999917	 5.080000	 0.460000 	
2.999913	 5.080000	 0.460000 	
2.999910	 5.080000	 0.460000 	
2.999906	 5.080000	 0.460000 	
2.999903	 5.080000	 0.460000 	
2.999899	 5.080000	 0.460000 	
2.999896	 5.080000	 0.460000 	
2.999892	 5.080000	 0.460000 	
2.999888	 5.080000	 0.460000 	
2.999885	 5.080000	 0.460000 	
2.999881	 5.080000	 0.460000 	
2.999877	 5.080000	 0.460000 	
2.999873	 5.080000	 0.460000 	
2.999869	 5.080000	 0.460000 	
2.999865	 5.080000	 0.460000 	
2.999860	 5.080000	 0.460000 	
2.999856	 5.080000	 0.460000 	
2.999852	 5.080000	 0.460000 	
2.999847	 5.080000	 0.460000 	
2.999843	 5.080000	 0.460000 	
2.999838	 5.080000	 0.460000 	
2.999834	 5.080000	 0.460000 	
2.999829	 5.080000	 0.460000 	
2.999824	 5.080000	 0.460000 	
2.999820	 5.080000	 0.460000 	
2.999815	 5.080000	 0.460000 	
2.999810	 5.080000	 0.460000 	
2.999805	 5.080000	 0.460000 	
2.999800	 5.080000	 0.460000 	
2.999795	 5.080000	 0.460000 	
2.999790	 5.080000	 0.460000 	
2.999784	 5.080000	 0.460000 	
